id	phase	family	bnf_file	oracle_mode	expect	reference_class	sql	setup	cleanup	min_version	notes
compat_block_018	C	plsql	CREATE-PROCEDURE.bnf	parse_only	accept	syntax	BEGIN LOOP CONTINUE WHEN 1 = 0; EXIT WHEN 1 = 1; END LOOP; END;	none	none	23ai	continue and exit when
compat_block_019	C	plsql	CREATE-PROCEDURE.bnf	parse_only	accept	syntax	BEGIN NULL; NULL; END;	none	none	23ai	multiple statements in block
compat_block_020	C	plsql	CREATE-PROCEDURE.bnf	parse_only	accept	syntax	DECLARE TYPE t_rec IS RECORD (a NUMBER, b VARCHAR2(10)); r t_rec; BEGIN r.a := 1; END;	none	none	23ai	record type declaration
compat_block_021	C	plsql	CREATE-PROCEDURE.bnf	parse_only	accept	syntax	DECLARE TYPE t_tab IS TABLE OF NUMBER INDEX BY PLS_INTEGER; x t_tab; BEGIN x(1) := 1; END;	none	none	23ai	associative array type
compat_block_022	C	plsql	CREATE-PROCEDURE.bnf	parse_only	accept	syntax	DECLARE PRAGMA AUTONOMOUS_TRANSACTION; BEGIN NULL; END;	none	none	23ai	autonomous transaction pragma
compat_block_023	C	plsql	CREATE-PROCEDURE.bnf	parse_only	accept	syntax	DECLARE e EXCEPTION; PRAGMA EXCEPTION_INIT(e, -20001); BEGIN RAISE e; EXCEPTION WHEN e THEN NULL; END;	none	none	23ai	exception init pragma
compat_block_024	C	plsql	CREATE-PROCEDURE.bnf	parse_only	accept	syntax	BEGIN INSERT INTO t(a) VALUES (1); UPDATE t SET a = 2 WHERE a = 1; DELETE FROM t WHERE a = 2; END;	none	none	23ai	dml in block
compat_block_025	C	plsql	CREATE-PROCEDURE.bnf	parse_only	accept	syntax	BEGIN MERGE INTO t USING s ON (t.id = s.id) WHEN MATCHED THEN UPDATE SET t.x = s.x; END;	none	none	23ai	merge in block
compat_block_026	C	plsql	CREATE-PROCEDURE.bnf	parse_only	reject	syntax	BEGIN IF 1 = 1 NULL; END IF; END;	none	none	23ai	if missing then
compat_block_027	C	plsql	CREATE-PROCEDURE.bnf	parse_only	reject	syntax	BEGIN WHILE 1 = 1 NULL; END LOOP; END;	none	none	23ai	while missing loop
compat_block_028	C	plsql	CREATE-PROCEDURE.bnf	parse_only	reject	syntax	BEGIN FOR i IN 1..3 NULL; END LOOP; END;	none	none	23ai	for missing loop
compat_block_029	C	plsql	CREATE-PROCEDURE.bnf	parse_only	reject	syntax	BEGIN CASE WHEN 1 = 1 NULL; END CASE; END;	none	none	23ai	case missing then
compat_block_030	C	plsql	CREATE-PROCEDURE.bnf	parse_only	reject	syntax	BEGIN EXECUTE IMMEDIATE; END;	none	none	23ai	execute immediate missing expression
compat_block_031	C	plsql	CREATE-PROCEDURE.bnf	parse_only	reject	syntax	BEGIN OPEN; END;	none	none	23ai	open missing cursor
compat_block_032	C	plsql	CREATE-PROCEDURE.bnf	parse_only	reject	syntax	BEGIN FETCH c; END;	none	none	23ai	fetch missing into
compat_block_033	C	plsql	CREATE-PROCEDURE.bnf	parse_only	reject	syntax	BEGIN CLOSE; END;	none	none	23ai	close missing cursor
compat_block_034	C	plsql	CREATE-PROCEDURE.bnf	parse_only	reject	syntax	DECLARE TYPE t_bad IS TABLE OF; BEGIN NULL; END;	none	none	23ai	table type missing element
compat_block_035	C	plsql	CREATE-PROCEDURE.bnf	parse_only	reject	syntax	BEGIN LOOP CONTINUE WHEN; END LOOP; END;	none	none	23ai	continue when missing condition
compat_block_036	C	plsql	CREATE-PROCEDURE.bnf	parse_only	accept	syntax	DECLARE v NUMBER; BEGIN SELECT 1 INTO v FROM dual; END;	none	none	23ai	select into in block
compat_block_037	C	plsql	CREATE-PROCEDURE.bnf	parse_only	accept	syntax	BEGIN RAISE NO_DATA_FOUND; EXCEPTION WHEN NO_DATA_FOUND THEN NULL; END;	none	none	23ai	raise named exception and handler
compat_block_038	C	plsql	CREATE-PROCEDURE.bnf	parse_only	reject	syntax	BEGIN RAISE ; EXCEPTION WHEN THEN NULL; END;	none	none	23ai	exception handler missing name
compat_keyword_001	D	keyword	CREATE-TABLE.bnf	parse_only	reject	syntax	CREATE TABLE SELECT (a NUMBER)	none	none	23ai	reserved table name
compat_keyword_002	D	keyword	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE "SELECT" (a NUMBER)	none	DROP TABLE "SELECT" PURGE	23ai	quoted reserved table name
compat_keyword_003	D	keyword	CREATE-TABLE.bnf	parse_only	reject	syntax	CREATE TABLE compat_kw_{run} (SELECT NUMBER)	none	none	23ai	reserved column name
compat_keyword_004	D	keyword	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_kw_{run} ("SELECT" NUMBER)	none	DROP TABLE compat_kw_{run} PURGE	23ai	quoted reserved column name
compat_keyword_005	D	keyword	SELECT.bnf	parse_only	accept	syntax	SELECT 1 value FROM dual	none	none	23ai	nonquoted alias
compat_keyword_006	D	keyword	SELECT.bnf	parse_only	accept	syntax	SELECT 1 "FROM" FROM dual	none	none	23ai	quoted alias
compat_keyword_007	D	keyword	CREATE-TABLE.bnf	parse_only	reject	syntax	CREATE TABLE FROM (a NUMBER)	none	none	23ai	reserved FROM table name
compat_keyword_008	D	keyword	CREATE-TABLE.bnf	parse_only	reject	syntax	CREATE TABLE WHERE (a NUMBER)	none	none	23ai	reserved WHERE table name
compat_keyword_009	D	keyword	CREATE-TABLE.bnf	parse_only	reject	syntax	CREATE TABLE DATE (a NUMBER)	none	none	23ai	reserved DATE table name
compat_keyword_010	D	keyword	CREATE-TABLE.bnf	parse_only	reject	syntax	CREATE TABLE NUMBER (a NUMBER)	none	none	23ai	reserved NUMBER table name
compat_keyword_011	D	keyword	CREATE-TABLE.bnf	parse_only	reject	syntax	CREATE TABLE ROWID (a NUMBER)	none	none	23ai	reserved ROWID table name
compat_keyword_012	D	keyword	CREATE-TABLE.bnf	parse_only	reject	syntax	CREATE TABLE USER (a NUMBER)	none	none	23ai	reserved USER table name
compat_keyword_013	D	keyword	CREATE-TABLE.bnf	parse_only	reject	syntax	CREATE TABLE TABLE (a NUMBER)	none	none	23ai	reserved TABLE table name
compat_keyword_014	D	keyword	CREATE-TABLE.bnf	parse_only	reject	syntax	CREATE TABLE GROUP (a NUMBER)	none	none	23ai	reserved GROUP table name
compat_keyword_015	D	keyword	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE "FROM" (a NUMBER)	none	DROP TABLE "FROM" PURGE	23ai	quoted FROM table name
compat_keyword_016	D	keyword	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE "WHERE" (a NUMBER)	none	DROP TABLE "WHERE" PURGE	23ai	quoted WHERE table name
compat_keyword_017	D	keyword	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE "DATE" (a NUMBER)	none	DROP TABLE "DATE" PURGE	23ai	quoted DATE table name
compat_keyword_018	D	keyword	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE "NUMBER" (a NUMBER)	none	DROP TABLE "NUMBER" PURGE	23ai	quoted NUMBER table name
compat_keyword_019	D	keyword	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE "ROWID" (a NUMBER)	none	DROP TABLE "ROWID" PURGE	23ai	quoted ROWID table name
compat_keyword_020	D	keyword	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE "USER" (a NUMBER)	none	DROP TABLE "USER" PURGE	23ai	quoted USER table name
compat_keyword_021	D	keyword	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE "TABLE" (a NUMBER)	none	DROP TABLE "TABLE" PURGE	23ai	quoted TABLE table name
compat_keyword_022	D	keyword	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE "GROUP" (a NUMBER)	none	DROP TABLE "GROUP" PURGE	23ai	quoted GROUP table name
compat_keyword_023	D	keyword	CREATE-TABLE.bnf	parse_only	reject	syntax	CREATE TABLE compat_kw_from_{run} (FROM NUMBER)	none	none	23ai	reserved FROM column name
compat_keyword_024	D	keyword	CREATE-TABLE.bnf	parse_only	reject	syntax	CREATE TABLE compat_kw_where_{run} (WHERE NUMBER)	none	none	23ai	reserved WHERE column name
compat_keyword_025	D	keyword	CREATE-TABLE.bnf	parse_only	reject	syntax	CREATE TABLE compat_kw_date_{run} (DATE NUMBER)	none	none	23ai	reserved DATE column name
compat_keyword_026	D	keyword	CREATE-TABLE.bnf	parse_only	reject	syntax	CREATE TABLE compat_kw_number_{run} (NUMBER NUMBER)	none	none	23ai	reserved NUMBER column name
compat_keyword_027	D	keyword	CREATE-TABLE.bnf	parse_only	reject	syntax	CREATE TABLE compat_kw_rowid_{run} (ROWID NUMBER)	none	none	23ai	reserved ROWID column name
compat_keyword_028	D	keyword	CREATE-TABLE.bnf	parse_only	reject	syntax	CREATE TABLE compat_kw_user_{run} (USER NUMBER)	none	none	23ai	reserved USER column name
compat_keyword_029	D	keyword	CREATE-TABLE.bnf	parse_only	reject	syntax	CREATE TABLE compat_kw_group_{run} (GROUP NUMBER)	none	none	23ai	reserved GROUP column name
compat_keyword_030	D	keyword	CREATE-TABLE.bnf	parse_only	reject	syntax	CREATE TABLE compat_kw_order_{run} (ORDER NUMBER)	none	none	23ai	reserved ORDER column name
compat_keyword_031	D	keyword	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_kw_qfrom_{run} ("FROM" NUMBER)	none	DROP TABLE compat_kw_qfrom_{run} PURGE	23ai	quoted FROM column name
compat_keyword_032	D	keyword	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_kw_qwhere_{run} ("WHERE" NUMBER)	none	DROP TABLE compat_kw_qwhere_{run} PURGE	23ai	quoted WHERE column name
compat_keyword_033	D	keyword	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_kw_qdate_{run} ("DATE" NUMBER)	none	DROP TABLE compat_kw_qdate_{run} PURGE	23ai	quoted DATE column name
compat_keyword_034	D	keyword	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_kw_qnumber_{run} ("NUMBER" NUMBER)	none	DROP TABLE compat_kw_qnumber_{run} PURGE	23ai	quoted NUMBER column name
compat_keyword_035	D	keyword	CREATE-TABLE.bnf	parse_only	reject	syntax	CREATE TABLE compat_kw_qrowid_{run} ("ROWID" NUMBER)	none	none	23ai	uppercase quoted ROWID column name remains reserved
compat_keyword_036	D	keyword	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_kw_quser_{run} ("USER" NUMBER)	none	DROP TABLE compat_kw_quser_{run} PURGE	23ai	quoted USER column name
compat_keyword_037	D	keyword	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_kw_qgroup_{run} ("GROUP" NUMBER)	none	DROP TABLE compat_kw_qgroup_{run} PURGE	23ai	quoted GROUP column name
compat_keyword_038	D	keyword	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_kw_qorder_{run} ("ORDER" NUMBER)	none	DROP TABLE compat_kw_qorder_{run} PURGE	23ai	quoted ORDER column name
compat_keyword_039	D	keyword	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_ctx_generated_{run} (GENERATED NUMBER)	none	DROP TABLE compat_ctx_generated_{run} PURGE	23ai	context GENERATED column name
compat_keyword_040	D	keyword	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_ctx_identity_{run} (IDENTITY NUMBER)	none	DROP TABLE compat_ctx_identity_{run} PURGE	23ai	context IDENTITY column name
compat_keyword_041	D	keyword	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_ctx_json_{run} (JSON NUMBER)	none	DROP TABLE compat_ctx_json_{run} PURGE	23ai	context JSON column name
compat_keyword_042	D	keyword	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_ctx_lateral_{run} (LATERAL NUMBER)	none	DROP TABLE compat_ctx_lateral_{run} PURGE	23ai	context LATERAL column name
compat_keyword_043	D	keyword	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_ctx_xmltable_{run} (XMLTABLE NUMBER)	none	DROP TABLE compat_ctx_xmltable_{run} PURGE	23ai	context XMLTABLE column name
compat_keyword_044	D	keyword	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_ctx_versions_{run} (VERSIONS NUMBER)	none	DROP TABLE compat_ctx_versions_{run} PURGE	23ai	context VERSIONS column name
compat_keyword_045	D	keyword	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_ctx_measures_{run} (MEASURES NUMBER)	none	DROP TABLE compat_ctx_measures_{run} PURGE	23ai	context MEASURES column name
compat_keyword_046	D	keyword	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_ctx_path_{run} (PATH NUMBER)	none	DROP TABLE compat_ctx_path_{run} PURGE	23ai	context PATH column name
compat_keyword_047	D	keyword	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE GENERATED (a NUMBER)	none	DROP TABLE GENERATED PURGE	23ai	context GENERATED table name
compat_keyword_048	D	keyword	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE IDENTITY (a NUMBER)	none	DROP TABLE IDENTITY PURGE	23ai	context IDENTITY table name
compat_keyword_049	D	keyword	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE JSON (a NUMBER)	none	DROP TABLE JSON PURGE	23ai	context JSON table name
compat_keyword_050	D	keyword	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE LATERAL (a NUMBER)	none	DROP TABLE LATERAL PURGE	23ai	context LATERAL table name
compat_keyword_051	D	keyword	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE XMLTABLE (a NUMBER)	none	DROP TABLE XMLTABLE PURGE	23ai	context XMLTABLE table name
compat_keyword_052	D	keyword	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE VERSIONS (a NUMBER)	none	DROP TABLE VERSIONS PURGE	23ai	context VERSIONS table name
compat_keyword_053	D	keyword	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE MEASURES (a NUMBER)	none	DROP TABLE MEASURES PURGE	23ai	context MEASURES table name
compat_keyword_054	D	keyword	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE PATH (a NUMBER)	none	DROP TABLE PATH PURGE	23ai	context PATH table name
compat_keyword_055	D	keyword	SELECT.bnf	parse_only	accept	syntax	SELECT ROWNUM FROM dual	none	none	23ai	ROWNUM pseudo-column expression
compat_keyword_056	D	keyword	SELECT.bnf	parse_only	accept	syntax	SELECT SYSDATE FROM dual	none	none	23ai	SYSDATE pseudo-column expression
compat_keyword_057	D	keyword	SELECT.bnf	parse_only	accept	syntax	SELECT USER FROM dual	none	none	23ai	USER pseudo-column expression
compat_keyword_058	D	keyword	SELECT.bnf	parse_only	accept	syntax	SELECT CAST(1 AS NUMBER) FROM dual	none	none	23ai	NUMBER type keyword in cast
compat_keyword_059	D	keyword	SELECT.bnf	parse_only	accept	syntax	SELECT CAST('x' AS VARCHAR2(10)) FROM dual	none	none	23ai	VARCHAR2 type keyword in cast
compat_keyword_060	D	keyword	SELECT.bnf	parse_only	accept	syntax	SELECT COUNT(*) FROM dual	none	none	23ai	COUNT function keyword call
compat_keyword_061	D	keyword	SELECT.bnf	parse_only	accept	syntax	SELECT NVL(NULL, 1) FROM dual	none	none	23ai	NVL function keyword call
compat_keyword_062	D	keyword	SELECT.bnf	parse_only	accept	syntax	SELECT DECODE(1, 1, 'Y', 'N') FROM dual	none	none	23ai	DECODE function keyword call
compat_keyword_063	D	keyword	SELECT.bnf	parse_only	accept	syntax	SELECT 1 "SELECT" FROM dual	none	none	23ai	quoted SELECT alias
compat_keyword_064	D	keyword	SELECT.bnf	parse_only	accept	syntax	SELECT 1 "WHERE" FROM dual	none	none	23ai	quoted WHERE alias
compat_keyword_065	D	keyword	SELECT.bnf	parse_only	accept	syntax	SELECT 1 "GROUP" FROM dual	none	none	23ai	quoted GROUP alias
compat_keyword_066	D	keyword	SELECT.bnf	parse_only	accept	syntax	SELECT 1 "ORDER" FROM dual	none	none	23ai	quoted ORDER alias
compat_keyword_067	D	keyword	SELECT.bnf	parse_only	accept	syntax	SELECT 1 "DATE" FROM dual	none	none	23ai	quoted DATE alias
compat_keyword_068	D	keyword	SELECT.bnf	parse_only	accept	syntax	SELECT 1 "NUMBER" FROM dual	none	none	23ai	quoted NUMBER alias
compat_keyword_069	D	keyword	SELECT.bnf	parse_only	accept	syntax	SELECT 1 "ROWID" FROM dual	none	none	23ai	quoted ROWID alias
compat_keyword_070	D	keyword	SELECT.bnf	parse_only	accept	syntax	SELECT 1 "USER" FROM dual	none	none	23ai	quoted USER alias
compat_keyword_071	D	keyword	CREATE-INDEX.bnf	parse_only	reject	syntax	CREATE INDEX SELECT ON compat_kw_idx_{run}(a)	CREATE TABLE compat_kw_idx_{run} (a NUMBER)	DROP TABLE compat_kw_idx_{run} PURGE	23ai	reserved index name
compat_keyword_072	D	keyword	CREATE-INDEX.bnf	parse_only	accept	syntax	CREATE INDEX "SELECT" ON compat_kw_iq_{run}(a)	CREATE TABLE compat_kw_iq_{run} (a NUMBER)	DROP INDEX "SELECT"; DROP TABLE compat_kw_iq_{run} PURGE	23ai	quoted reserved index name
compat_keyword_073	D	keyword	CREATE-SEQUENCE.bnf	parse_only	reject	syntax	CREATE SEQUENCE SELECT	none	none	23ai	reserved sequence name
compat_keyword_074	D	keyword	CREATE-SEQUENCE.bnf	parse_only	accept	syntax	CREATE SEQUENCE "SELECT"	none	DROP SEQUENCE "SELECT"	23ai	quoted reserved sequence name
compat_keyword_075	D	keyword	CREATE-VIEW.bnf	parse_only	reject	syntax	CREATE VIEW SELECT AS SELECT 1 a FROM dual	none	none	23ai	reserved view name
compat_keyword_076	D	keyword	CREATE-VIEW.bnf	parse_only	accept	syntax	CREATE VIEW "SELECT" AS SELECT 1 a FROM dual	none	DROP VIEW "SELECT"	23ai	quoted reserved view name
compat_keyword_077	D	keyword	CREATE-SYNONYM.bnf	parse_only	reject	syntax	CREATE SYNONYM SELECT FOR compat_missing_{run}	none	none	23ai	reserved synonym name
compat_keyword_078	D	keyword	CREATE-SYNONYM.bnf	parse_only	accept	syntax	CREATE SYNONYM "SELECT" FOR compat_missing_{run}	none	DROP SYNONYM "SELECT"	23ai	quoted reserved synonym name
compat_keyword_079	D	keyword	CREATE-PROCEDURE.bnf	parse_only	reject	syntax	CREATE PROCEDURE SELECT AS BEGIN NULL; END;	none	none	23ai	reserved procedure name
compat_keyword_080	D	keyword	CREATE-PROCEDURE.bnf	parse_only	accept	syntax	CREATE PROCEDURE "SELECT" AS BEGIN NULL; END;	none	DROP PROCEDURE "SELECT"	23ai	quoted reserved procedure name
compat_admin_001	E	admin	CREATE-USER.bnf	parse_only	accept	privilege_catalog	CREATE USER compat_user_{run} IDENTIFIED BY pass123	none	DROP USER compat_user_{run} CASCADE	23ai	create user with password
compat_admin_002	E	admin	CREATE-USER.bnf	parse_only	accept	privilege_catalog	CREATE USER compat_user_noauth_{run} NO AUTHENTICATION	none	DROP USER compat_user_noauth_{run} CASCADE	23ai	create user no authentication
compat_admin_003	E	admin	CREATE-USER.bnf	parse_only	accept	privilege_catalog	CREATE USER compat_user_ext_{run} IDENTIFIED EXTERNALLY	none	DROP USER compat_user_ext_{run} CASCADE	23ai	create externally identified user
compat_admin_004	E	admin	CREATE-USER.bnf	parse_only	accept	privilege_catalog	CREATE USER compat_user_opts_{run} IDENTIFIED BY pass123 DEFAULT TABLESPACE users TEMPORARY TABLESPACE temp QUOTA 1M ON users PROFILE DEFAULT PASSWORD EXPIRE ACCOUNT LOCK	none	DROP USER compat_user_opts_{run} CASCADE	23ai	create user with storage and account options
compat_admin_005	E	admin	ALTER-USER.bnf	parse_only	accept	privilege_catalog	ALTER USER compat_user_{run} IDENTIFIED BY pass456 ACCOUNT UNLOCK PASSWORD EXPIRE	none	none	23ai	alter user password and account options
compat_admin_006	E	admin	ALTER-USER.bnf	parse_only	accept	privilege_catalog	ALTER USER compat_user_{run} DEFAULT ROLE ALL	none	none	23ai	alter user default role all
compat_admin_007	E	admin	ALTER-USER.bnf	parse_only	accept	privilege_catalog	ALTER USER compat_user_{run} QUOTA UNLIMITED ON users	none	none	23ai	alter user quota
compat_admin_008	E	admin	DROP-USER.bnf	parse_only	accept	privilege_catalog	DROP USER compat_user_{run} CASCADE	none	none	23ai	drop user cascade
compat_admin_009	E	admin	CREATE-ROLE.bnf	parse_only	accept	privilege_catalog	CREATE ROLE compat_role_{run}	none	DROP ROLE compat_role_{run}	23ai	create role
compat_admin_010	E	admin	CREATE-ROLE.bnf	parse_only	accept	privilege_catalog	CREATE ROLE compat_role_pwd_{run} IDENTIFIED BY pass123	none	DROP ROLE compat_role_pwd_{run}	23ai	create password role
compat_admin_011	E	admin	CREATE-ROLE.bnf	parse_only	accept	privilege_catalog	CREATE ROLE compat_role_ext_{run} IDENTIFIED EXTERNALLY	none	DROP ROLE compat_role_ext_{run}	23ai	create externally identified role
compat_admin_012	E	admin	ALTER-ROLE.bnf	parse_only	accept	privilege_catalog	ALTER ROLE compat_role_{run} NOT IDENTIFIED	none	none	23ai	alter role not identified
compat_admin_013	E	admin	ALTER-ROLE.bnf	parse_only	accept	privilege_catalog	ALTER ROLE compat_role_{run} IDENTIFIED BY pass456	none	none	23ai	alter role identified by password
compat_admin_014	E	admin	DROP-ROLE.bnf	parse_only	accept	privilege_catalog	DROP ROLE compat_role_{run}	none	none	23ai	drop role
compat_admin_015	E	admin	CREATE-PROFILE.bnf	parse_only	accept	privilege_catalog	CREATE PROFILE compat_profile_{run} LIMIT SESSIONS_PER_USER 2 FAILED_LOGIN_ATTEMPTS 3 PASSWORD_LIFE_TIME 30	none	DROP PROFILE compat_profile_{run} CASCADE	23ai	create profile limits
compat_admin_016	E	admin	ALTER-PROFILE.bnf	parse_only	accept	privilege_catalog	ALTER PROFILE compat_profile_{run} LIMIT IDLE_TIME 10 PASSWORD_LOCK_TIME 1	none	none	23ai	alter profile limits
compat_admin_017	E	admin	DROP-PROFILE.bnf	parse_only	accept	privilege_catalog	DROP PROFILE compat_profile_{run} CASCADE	none	none	23ai	drop profile cascade
compat_admin_018	E	admin	GRANT.bnf	parse_only	accept	privilege_catalog	GRANT CREATE SESSION TO compat_user_{run}	none	none	23ai	grant system privilege
compat_admin_019	E	admin	GRANT.bnf	parse_only	accept	privilege_catalog	GRANT SELECT ON t TO compat_user_{run}	none	none	23ai	grant object privilege
compat_admin_020	E	admin	GRANT.bnf	parse_only	accept	privilege_catalog	GRANT SELECT, INSERT ON t TO compat_user_{run} WITH GRANT OPTION	none	none	23ai	grant multiple object privileges
compat_admin_021	E	admin	GRANT.bnf	parse_only	accept	privilege_catalog	GRANT compat_role_{run} TO compat_user_{run} WITH ADMIN OPTION	none	none	23ai	grant role with admin option
compat_admin_022	E	admin	GRANT.bnf	parse_only	accept	privilege_catalog	GRANT ALL PRIVILEGES TO compat_user_{run}	none	none	23ai	grant all privileges
compat_admin_023	E	admin	GRANT.bnf	parse_only	accept	privilege_catalog	GRANT READ ON DIRECTORY compat_dir_{run} TO compat_user_{run}	none	none	23ai	grant directory privilege
compat_admin_024	E	admin	REVOKE.bnf	parse_only	accept	privilege_catalog	REVOKE CREATE SESSION FROM compat_user_{run}	none	none	23ai	revoke system privilege
compat_admin_025	E	admin	REVOKE.bnf	parse_only	accept	privilege_catalog	REVOKE SELECT ON t FROM compat_user_{run}	none	none	23ai	revoke object privilege
compat_admin_026	E	admin	REVOKE.bnf	parse_only	accept	privilege_catalog	REVOKE compat_role_{run} FROM compat_user_{run}	none	none	23ai	revoke role
compat_admin_027	E	admin	REVOKE.bnf	parse_only	accept	privilege_catalog	REVOKE ALL PRIVILEGES FROM compat_user_{run}	none	none	23ai	revoke all privileges
compat_admin_028	E	admin	GRANT.bnf	parse_only	reject	syntax	GRANT TO compat_user_{run}	none	none	23ai	grant missing privilege
compat_admin_029	E	admin	REVOKE.bnf	parse_only	reject	syntax	REVOKE FROM compat_user_{run}	none	none	23ai	revoke missing privilege
compat_admin_030	E	admin	GRANT.bnf	parse_only	reject	syntax	GRANT SELECT ON t	none	none	23ai	grant missing grantee
compat_admin_031	E	admin	CREATE-AUDIT-POLICY-Unified-Auditing.bnf	parse_only	accept	privilege_catalog	CREATE AUDIT POLICY compat_audit_pol_{run} PRIVILEGES CREATE SESSION	none	DROP AUDIT POLICY compat_audit_pol_{run}	23ai	create audit policy privileges
compat_admin_032	E	admin	CREATE-AUDIT-POLICY-Unified-Auditing.bnf	parse_only	accept	privilege_catalog	CREATE AUDIT POLICY compat_audit_act_{run} ACTIONS SELECT ON t	none	DROP AUDIT POLICY compat_audit_act_{run}	23ai	create audit policy actions
compat_admin_033	E	admin	ALTER-AUDIT-POLICY-Unified-Auditing.bnf	parse_only	accept	privilege_catalog	ALTER AUDIT POLICY compat_audit_pol_{run} ADD PRIVILEGES CREATE TABLE	none	none	23ai	alter audit policy add privilege
compat_admin_034	E	admin	DROP-AUDIT-POLICY-Unified-Auditing.bnf	parse_only	accept	privilege_catalog	DROP AUDIT POLICY compat_audit_pol_{run}	none	none	23ai	drop audit policy
compat_admin_035	E	admin	AUDIT-Unified-Auditing.bnf	parse_only	accept	privilege_catalog	AUDIT POLICY compat_audit_pol_{run} BY compat_user_{run} WHENEVER SUCCESSFUL	none	none	23ai	audit unified policy by user
compat_admin_036	E	admin	NOAUDIT-Unified-Auditing.bnf	parse_only	accept	privilege_catalog	NOAUDIT POLICY compat_audit_pol_{run} BY compat_user_{run}	none	none	23ai	noaudit unified policy by user
compat_admin_037	E	admin	AUDIT-Traditional-Auditing.bnf	parse_only	accept	privilege_catalog	AUDIT SELECT ON t BY ACCESS WHENEVER NOT SUCCESSFUL	none	none	23ai	traditional audit object
compat_admin_038	E	admin	NOAUDIT-Traditional-Auditing.bnf	parse_only	accept	privilege_catalog	NOAUDIT SELECT ON t WHENEVER NOT SUCCESSFUL	none	none	23ai	traditional noaudit object
compat_admin_039	E	admin	AUDIT-Unified-Auditing.bnf	parse_only	reject	syntax	AUDIT POLICY	none	none	23ai	audit policy missing name
compat_admin_040	E	admin	CREATE-AUDIT-POLICY-Unified-Auditing.bnf	parse_only	reject	syntax	CREATE AUDIT POLICY compat_bad_audit_{run} PRIVILEGES	none	none	23ai	create audit policy missing privilege list
compat_admin_041	E	admin	CREATE-TABLESPACE.bnf	parse_only	unsafe	syntax	CREATE TABLESPACE compat_ts_{run} DATAFILE 'compat_ts_{run}.dbf' SIZE 1M	none	none	23ai	create tablespace writes datafile
compat_admin_042	E	admin	CREATE-TABLESPACE.bnf	parse_only	unsafe	syntax	CREATE BIGFILE TABLESPACE compat_big_ts_{run} DATAFILE 'compat_big_ts_{run}.dbf' SIZE 1M AUTOEXTEND OFF	none	none	23ai	create bigfile tablespace writes datafile
compat_admin_043	E	admin	CREATE-TABLESPACE.bnf	parse_only	unsafe	syntax	CREATE TEMPORARY TABLESPACE compat_temp_ts_{run} TEMPFILE 'compat_temp_ts_{run}.dbf' SIZE 1M	none	none	23ai	create temporary tablespace writes tempfile
compat_admin_044	E	admin	CREATE-TABLESPACE.bnf	parse_only	unsafe	syntax	CREATE UNDO TABLESPACE compat_undo_ts_{run} DATAFILE 'compat_undo_ts_{run}.dbf' SIZE 1M	none	none	23ai	create undo tablespace writes datafile
compat_admin_045	E	admin	ALTER-TABLESPACE.bnf	parse_only	unsafe	syntax	ALTER TABLESPACE users OFFLINE	none	none	23ai	alter tablespace offline is unsafe
